Category,Sub Category,Title,Description,Quantity,Type,Price,Shipping Profile,Offerable,Hazmat,Condition,Cost Per Item,SKU,Image URL 1,Image URL 2,Image URL 3,Image URL 4,Image URL 5,Image URL 6,Image URL 7,Image URL 8
Beauty,Fragrances,Volaré - Kenzie Mystic Fleur,"- Volaré Kenzie - Mystic Fleur 100 ml Volaré est un eau de parfum au caractère olfactif floral fruité.

Dès la première vaporisation, ce parfum dévoile une ouverture pétillante avec des notes de mandarine, orange, poire juteuse et pêche sucrée, apportant une fraîcheur vivifiante. Le cœur s'épanouit ensuite sur un bouquet floral élégant de magnolia, pivoine blanche, rose centifolia et bois de violette, offrant une douceur raffinée. Enfin, les notes de fond de vétiver, accord ambre/bois, Ambrox® Super, vanille, praliné et musc confèrent au parfum une profondeur chaleureuse et sensuelle, assurant une tenue durable.

Genre et personnalité du parfum : mixte, élégant, envoûtant.

Occasion et type de personne : convient pour le quotidien et les occasions spéciales, idéal pour ceux qui recherchent une fragrance sophistiquée et polyvalente.

Note de tête : mandarine, orange, poire juteuse, pêche sucrée

Note de cœur : magnolia, pivoine blanche, rose centifolia, bois de violette

Note de fond : vétiver, accord ambre/bois, Ambrox® Super, vanille, praliné, musc

Fabricant
- Volaré Kenzie Exotic Apple Crush 100ml Volaré est un eau de parfum au caractère olfactif fruité et floral.
- Ce parfum s'ouvre sur une explosion de fraîcheur avec des notes de pomme rouge croquante, de cassis, de pamplemousse rose et de litchi, offrant une sensation de légèreté et de dynamisme. Le cœur dévoile des accords de baies sauvages, de fleurs de framboise, de jasmin et de rose Centifolia, apportant une touche florale délicate et féminine. En fond, des notes de musc, de fleur de vanille, de cristaux d’ambre et de mousse sucrée enveloppent la peau d'un sillage doux et envoûtant.
- Genre et personnalité du parfum : mixte, dynamique, élégant.
- Occasion et type de personne : quotidien, personne active.

Note de tête : Pomme rouge, cassis, pamplemousse rose, litchi
Note de cœur : Baies sauvages, fleurs de framboise, jasmin, rose Centifolia
Note de fond : Musc, fleur de vanille, cristaux d’ambre, mousse sucrée

Fabricant

Volaré

Fabricant:
Office No: M05 Ayisha Hasan BuildingGold Souq Gate 3, Deira, Dubai, Émirats arabes unis, 
volareperfumes@gmail.com, +971 56 508 7612",0,Auction,20,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré - Kenzie Silk Serenity,"- Volaré Kenzie - Silk Serenity 100 ml est un eau de parfum au caractère olfactif floral, fruité et musqué.

Ce parfum s'ouvre sur des notes pétillantes de champagne, freesia blanc et cassis, offrant une sensation de fraîcheur et de luminosité. Son cœur dévoile un bouquet floral composé de nectarine, praline rose, jasmin, rose de Damas et fleur d'oranger, créant une harmonie douce et féminine. En fond, des accords de musc sucré, bois de santal, mousse de chêne, bois ambrés et absolu de vanille apportent une touche sensuelle et enveloppante.

Genre et personnalité du parfum : féminin, délicat, élégant.

Occasion et type de personne : quotidien, pour les femmes appréciant les fragrances douces et raffinées.

Note de tête : champagne, freesia blanc, cassis.

Note de cœur : nectarine, praline rose, jasmin, rose de Damas, fleur d'oranger.

Note de fond : musc sucré, bois de santal, mousse de chêne, bois ambrés, absolu de vanille.

Fabricant:
Office No: M05 Ayisha Hasan BuildingGold Souq Gate 3, Deira, Dubai, Émirats arabes unis, 
volareperfumes@gmail.com, +971 56 508 7612",0,Auction,20,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré - Vanilla Pods,"- Volaré - Vanilla Pods 100 ml Volaré est une eau de parfum mixte au caractère olfactif gourmand et boisé.
Cette fragrance enveloppante s'ouvre sur des notes douces de poudre de noix de coco et d'héliotrope, suivies d'un cœur riche en absolu de vanille de Madagascar et en amande. Les notes de fond, composées de Palo Santo et de musc, apportent une profondeur chaleureuse et sensuelle.

Genre et personnalité du parfum : mixte, élégant, réconfortant.

Occasion et type de personne : moments cocooning, amateurs de parfums gourmands et boisés.

Note de tête : poudre de noix de coco, héliotrope
Note de cœur : absolu de vanille de Madagascar, amande
Note de fond : Palo Santo, musc

Fabricant

Volaré
adresse du fabricant à ajouter
[numéro de téléphone à ajouter] | [adresse email à ajouter]",18,Auction,25,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré - Western Ranches – Eau de Parfum Unisexe 100 ml | Safran-Oud Rosé & Tonka Ambré – Dupe Inspiré Montale Arabians Tonka,"- Volaré Western Ranches – Eau de Parfum Unisexe 100 ml est un parfum oriental boisé floral au caractère olfactif audacieux et raffiné.
- Ce parfum s'ouvre sur des notes épicées et lumineuses de safran et de bergamote, évolue vers un cœur noble d'oud et de rose bulgare, et se termine sur des accords chauds et enveloppants de fève tonka, canne à sucre, ambre, musc blanc et mousse de chêne.
- Genre et personnalité du parfum : mixte, élégant, intense.
- Occasion et type de personne : soirée, profil audacieux.

Note de tête : safran, bergamote  
Note de cœur : oud, rose bulgare  
Note de fond : fève tonka, canne à sucre, ambre, musc blanc, mousse de chêne

Fabricant
Volaré

Adresse : Office No: M05, Ayisha Building, Gold Souq Gate 3, Deira, Dubai, Émirats Arabes Unis  
Email : volareperfumes@gmail.com  
Numéro / Mobile : 056 508 7612  
Site : volareperfumes.com",24,Auction,19,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré Esta Oro – Eau de Parfum Unisexe 100 ml | Éclat Citronné Épicé & Gourmand – Dupe Inspiré Xerjoff Erba Gold,"- Volaré Esta Oro – Eau de Parfum Unisexe 100 ml est un parfum au caractère olfactif épicé, fruité et boisé.

Cette fragrance s'ouvre sur une explosion d'agrumes frais, mêlant le citron de Sicile, l'orange, la bergamote de Calabre et le gingembre, offrant une sensation vivifiante et énergique. Le cœur dévoile une harmonie entre des notes fruitées de melon, poire et pomme verte, enrichies d'épices telles que la cardamome, la cannelle et le clou de girofle, apportant profondeur et complexité. Enfin, le fond enveloppe la composition avec des accords de musc blanc, ambre gris, vanille et notes boisées, conférant une chaleur noble et durable.

Genre et personnalité du parfum : unisexe, élégant, sophistiqué.

Occasion et type de personne : convient pour toutes les occasions, idéal pour les personnes recherchant une fragrance raffinée et distinctive.

Note de tête : citron de Sicile, orange, bergamote de Calabre, gingembre.

Note de cœur : melon, poire, pomme verte, cardamome, cannelle, clou de girofle.

Note de fond : musc blanc, ambre gris, vanille, notes boisées.

Fabricant

Volaré
Fabricant:
Office No: M05 Ayisha Hasan BuildingGold Souq Gate 3, Deira, Dubai, Émirats arabes unis, 
volareperfumes@gmail.com, +971 56 508 7612",18,Auction,20,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré Kenzie - Exotic Apple Crush – Eau de Parfum Unisexe 100 ml | Explosion Fruitée Juteuse & Florale Gourmande – Inspiré Kayali Eden Juicy Apple,"Découvrez Exotic Apple Crush de la collection Kenzie par Volaré, un Eau de Parfum unisexe ultra-addictif qui transforme chaque spray en une explosion de fruits frais et sucrés, avec une élégance florale et une douceur enveloppante.
Dès les premières notes, c'est une déferlante juteuse et vivifiante : pomme rouge croquante ultra-réaliste, cassis intense, pamplemousse rose pétillant et litchi exotique juteux – un démarrage frais, acidulé et irrésistible qui évoque un cocktail fruité estival.
Le cœur s'ouvre sur un bouquet gourmand et floral : baies sauvages, fleur de framboise, jasmin délicat et rose Centifolia veloutée, pour une touche sophistiquée et féminine sans être trop lourde.
Le fond se pose en caresse chaude et sensuelle : fleur de vanille crémeuse, cristaux d'ambre, mousse sucrée et musc sensuel – une base douce, addictive et longue durée qui laisse un sillage charmant, sucré mais pas écœurant, avec une belle projection.
Exotic Apple Crush est souvent présenté comme un excellent dupe (très proche et bien plus accessible) de Kayali Eden Juicy Apple : pomme rouge dominante, fruits exotiques, floral léger et vanille/musc en fond. Parfait pour les amateurs de fragrances fruity-floral gourmand, lumineuses et joyeuses. Idéal printemps/été, bureau, rendez-vous ou tous les jours – il séduit hommes et femmes qui aiment les jus fruités modernes, frais et réconfortants.
Famille olfactive : Fruité – Floral – Gourmand / Sucré
Longévité : Bonne à très bonne (6-10h+ selon peau et avis)
Projection : Moyenne à forte au départ, sillage captivant
Occasions : Printemps/Été, quotidien, sorties décontractées, layering gourmand
Style : Jeune, fun, addictif, luxe accessible, vibe fruitée tropicale",36,Auction,20,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré Kenzie Marshmallow Dream – Eau de Parfum Femme 100 ml | Guimauve Rose Gourmande & Fruits Sucrés – Dupe Inspiré Kayali Yum Boujee Marshmallow,"Plongez dans un rêve sucré et aérien avec Marshmallow Dream de la collection Kenzie par Volaré, un Eau de Parfum féminin qui évoque la douceur irrésistible d'une guimauve rose fondante, enveloppée de fruits juteux et de crème vanillée.
L'ouverture est vive et joyeuse : pomme Pink Lady croquante, citron italien zesté, freesia délicat et fleur de nectarine sucrée – un démarrage frais, fruité et pétillant qui apporte une énergie lumineuse et féminine.
Le cœur explose en gourmandise pure : guimauve rose fluffy et addictive, fraise juteuse, flocons de noix de coco crémeux et eau de fleur d'oranger subtile – une fusion dessert-like qui capture le confort cosy d'une friandise préférée, douce sans être lourde.
Le fond se pose en caresse réconfortante : vanille fouettée crémeuse, sucre de framboise, musc rose poudré, ambroxan velouté et accords signature Volare – une base musquée-douce, poudrée et longue durée qui laisse un sillage ""cloud-like"" enveloppant et addictif.
Marshmallow Dream est souvent présenté comme un dupe très proche (et plus abordable) de Kayali Yum Boujee Marshmallow : guimauve dominante, fruits berry, coco et vanille fluffy – avec une vibe ""pink cloud"" ultra-féminine et joyeuse. Parfait pour les amateurs de gourmands aériens, sucrés et réconfortants. Idéal printemps/été, layering, bureau doux ou tous les jours – il séduit les femmes qui aiment les parfums ""edible"", compliment-magnets et feel-good.
Famille olfactive : Gourmand Fruité – Floral Sucré / Poudré
Longévité : Bonne à excellente (6-10h+ sur peau, très bonne sur vêtements)
Projection : Moyenne à intime (sillage charmant, pas overpowering – certains notent un ""skin scent"" cosy)
Occasions : Printemps/Été, quotidien, layering gourmand, sorties décontractées
Style : Féminin doux, dreamy, fluffy, luxe accessible gourmand",36,Auction,20,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré Milani Cherry Lush – Eau de Parfum Unisexe 100 ml | Cerise Noire Sucrée & Amande Gourmande Boozy – Dupe Fidèle Tom Ford Lost Cherry,"Laissez-vous emporter par la tentation irrésistible de Milani Cherry Lush de Volaré (ligne Milani), un Eau de Parfum unisexe qui célèbre la cerise dans sa version la plus luxueuse, juteuse et addictive.
Dès les premières pulvérisations, explosion fruitée intense : cerise noire sucrée ultra-réaliste et juteuse, avec une touche de framboise et bergamote pour un éclat frais et vibrant – un démarrage gourmand, sucré et légèrement acidulé qui évoque une cerise mûre à croquer.
Le cœur apporte de la profondeur et de la sensualité : amande amère croquante, praline crémeuse et héliotrope poudré floral, pour une rondeur gourmande sophistiquée et veloutée.
Le fond se pose en caresse chaude et persistante : vanille douce, musc sensuel, bois doux et une note boozy subtile (liqueur de cerise-like) – une base ambrée-cremeuse qui amplifie l'addiction, avec un sillage chaud, smoky-sweet et longue durée.
Milani Cherry Lush est décrit comme un dupe excellent et très fidèle (85-95% similaire selon les avis TikTok/Instagram) de Tom Ford Lost Cherry : cerise dominante, amande amère, boozy gourmand, rose subtile en fond – mais souvent jugé ""plus accessible"", ""plus wearable en hiver"" et avec une performance beast mode à petit prix. Parfait pour les fans de fragrances gourmandes fruitées, sexy et compliment-magnet. Idéal automne/hiver, soirées, dates ou tous les jours audacieux – il séduit hommes et femmes qui aiment les jus ""dark cherry luxury"" sans compromis.
Famille olfactive : Gourmand Fruité – Boozy / Ambré Gourmand
Longévité : Excellente (8-12h+ sur peau, très forte sur vêtements selon avis)
Projection : Forte, sillage puissant et séduisant
Occasions : Automne/Hiver, soirées, rendez-vous, événements
Style : Luxe gourmand, sensuel, addictif, unisexe mature",18,Auction,25,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,"Volaré Milano 22 – Eau de Parfum Unisexe 100 ml | Menthe Fraîche, Agrumes & Musc Propre – Symphonie Italienne Rafraîchissante & Clean","Plongez dans l'élégance urbaine et italienne avec Milano 22 de Volaré, un Eau de Parfum unisexe qui évoque les rues animées de Milan : frais, aromatique, propre et sophistiqué comme un costume sur mesure en été.
L'ouverture est un burst revigorant : menthe glacée et mentholée, citron zesté, basilic herbacé et thym aromatique – un démarrage vif, herbacé et citrusy qui réveille instantanément, avec une sensation ""clean laundry"" ultra-fraîche.
Le cœur s'ouvre sur une harmonie verte et florale : cassis (black currant) juteux et légèrement acidulé, lavande calmante, romarin piquant et jasmin subtil – un bouquet aromatique équilibré qui apporte profondeur et modernité sans alourdir.
Le fond pose une base propre et musquée : verbena citronnée (lemon verbena) herbacée-citrusée et musc doux, frais et sensuel – un sillage minimaliste, longue durée et ""skin-like"" qui laisse une traînée élégante, propre et addictive.
Milano 22 est un parfum frais-aromatique signature, souvent vu comme inspiré de l'élégance italienne (vibe clean citrus-mint-musk, proche de certains frais modernes comme Parfums de Marly Percival ou LV L'Immensité en twist herbacé, mais plus mint-forward). Parfait pour les amateurs de fragrances clean, rafraîchissantes et polyvalentes. Idéal printemps/été, bureau, quotidien ou layering avec des boisés – il séduit hommes et femmes qui veulent un jus ""bright, aromatic, beautifully clean"" sans être trop sucré ou lourd.
Famille olfactive : Aromatic Fougère – Citrus / Musqué Herbacé
Longévité : Bonne à excellente (6-10h+ sur peau, forte sur vêtements selon avis Volare frais)
Projection : Moyenne au départ, sillage frais et charmant
Occasions : Printemps/Été, bureau, quotidien, sorties décontractées
Style : Unisexe moderne, clean & sophistiqué, luxe accessible italien",12,Auction,25,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré Mystique Roses – Eau de Parfum Femme 100 ml | Rose Cuirée Sensuelle & Orientale – Dupe Inspiré Montale Roses Musk,"Laissez-vous envoûter par Mystique Roses de Volaré, un Eau de Parfum féminin qui marie l'élégance intemporelle de la rose à une sensualité rebelle et orientale.
Dès les premières pulvérisations, la rose essence fraîche et authentique domine avec puissance et romantisme, accompagnée d'une touche citronnée subtile d'orange pour un éclat lumineux et juteux.
Le cœur s'épanouit en un bouquet floral sophistiqué : jasmin velouté et patchouli terreux, relevé d'une note de mandarine pour une sophistication uplifting et légèrement fruitée.
Le fond enveloppe la peau d'une chaleur addictive et audacieuse : ambre résineux, cuir souple et sensuel, oud boisé fumé et musc propre – une base orientale puissante qui donne à cette rose une allure ""chaqueta de cuero"" (veste de cuir), rebelle et magnétique.
Mystique Roses est souvent décrit comme un excellent dupe (très proche) de Montale Roses Musk : rose dominante, cuirée-orientale, musquée sensuelle avec une belle profondeur. Parfait pour les femmes qui aiment les fragrances florales puissantes, féminines mais audacieuses, avec une vibe luxueuse et mystérieuse. Idéal automne/hiver, soirées, occasions spéciales ou comme signature envoûtante – il laisse un sillage captivant et durable.
Famille olfactive : Floral – Cuiré – Oriental / Ambré
Longévité : Excellente (8-12h+ selon avis, beast mode oriental typique Volare)
Projection : Forte, sillage puissant et sensuel
Occasions : Automne/Hiver, soirées, rendez-vous, événements élégants
Style : Féminin sophistiqué, rebelle-romantique, luxe accessible oriental",24,Auction,25,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré Pure Blossom – Eau de Parfum Unisexe 100 ml | Cerise Noire Gourmande & Amande Amère – Excellent Dupe de Tom Ford Lost Cherry,"Succombez à la tentation addictive de Pure Blossom de Volaré, un Eau de Parfum unisexe qui transforme chaque pulvérisation en une explosion de gourmandise fruitée sophistiquée et sensuelle.
Dès l'ouverture, c'est un plongeon juteux et irrésistible : cerise noire ultra-réaliste et intense, amande amère croquante et liqueur de cerise noire sombre et enivrante – un démarrage sucré, fruité et légèrement boozy qui évoque un cocktail luxueux et interdit.
Le cœur s'épanouit avec élégance : rose veloutée et subtile qui apporte une touche florale romantique, équilibrant la gourmandise sans alourdir.
Le fond enveloppe la peau d'une douceur crémeuse et persistante : tonka bean amandée, baume du Pérou résineux et chaud, santal crémeux, cèdre boisé sec et vétiver terreux – une base smoky-sweet qui contraste parfaitement avec la cerise, pour un sillage séduisant, mature et longue durée.
Pure Blossom est unanimement reconnu comme un dupe très fidèle (souvent 85-95% similaire) de Tom Ford Lost Cherry : cerise noire dominante, amande amère, liqueur boozy, rose et fond gourmand ambré – mais à un prix ultra-accessible et avec une performance souvent jugée ""beast mode"". Parfait pour les amateurs de fragrances gourmandes fruitées, sexy et unisexes avec une vibe ""dark cherry luxury"". Idéal automne/hiver, soirées, dates ou occasions spéciales – il séduit hommes et femmes qui veulent un parfum captivant, addictif et compliment-magnet.
Famille olfactive : Gourmand Fruité – Boozy / Ambré Floral
Longévité : Excellente (8-12h+ sur peau, très forte sur vêtements)
Projection : Forte au départ, sillage puissant et séduisant
Occasions : Automne/Hiver, soirées, rendez-vous, événements
Style : Luxe gourmand, sensuel, mature, unisexe audacieux",36,Auction,25,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Véracité Noir,,12,Auction,25,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
